,video_frame,left,width,top,height,conf
62,58102_002798_Sideline_3,391,20,451,21,0.75830078125
63,58102_002798_Sideline_3,457,18,364,23,0.75439453125
64,58102_002798_Sideline_3,373,20,429,23,0.724609375
65,58102_002798_Sideline_3,385,19,406,22,0.708984375
66,58102_002798_Sideline_4,303,22,570,23,0.82080078125
67,58102_002798_Sideline_4,377,19,308,22,0.818359375
68,58102_002798_Sideline_4,588,18,197,20,0.8173828125
69,58102_002798_Sideline_4,193,22,350,22,0.81689453125
70,58102_002798_Sideline_4,480,19,563,20,0.81201171875
71,58102_002798_Sideline_4,995,23,427,24,0.81005859375
72,58102_002798_Sideline_4,155,22,408,25,0.8095703125
73,58102_002798_Sideline_4,355,17,40,22,0.806640625
74,58102_002798_Sideline_4,426,21,383,25,0.794921875
75,58102_002798_Sideline_4,394,17,189,22,0.7939453125
76,58102_002798_Sideline_4,381,19,350,23,0.79296875
77,58102_002798_Sideline_4,533,17,42,22,0.79150390625
78,58102_002798_Sideline_4,456,15,283,22,0.7890625
79,58102_002798_Sideline_4,698,19,333,21,0.7861328125
80,58102_002798_Sideline_4,452,19,434,23,0.78125
81,58102_002798_Sideline_4,710,19,403,22,0.7783203125
82,58102_002798_Sideline_4,452,17,476,22,0.7724609375
83,58102_002798_Sideline_4,1064,20,249,22,0.7724609375
84,58102_002798_Sideline_4,457,18,363,24,0.75830078125
85,58102_002798_Sideline_4,391,19,451,21,0.755859375
86,58102_002798_Sideline_4,373,20,429,23,0.7294921875
87,58102_002798_Sideline_4,385,19,406,22,0.708984375
88,58102_002798_Sideline_5,193,22,351,22,0.82470703125
89,58102_002798_Sideline_5,303,21,570,24,0.8232421875
90,58102_002798_Sideline_5,377,19,308,22,0.8203125
91,58102_002798_Sideline_5,995,23,428,23,0.8193359375
92,58102_002798_Sideline_5,589,16,197,21,0.8154296875
93,58102_002798_Sideline_5,481,20,564,20,0.8095703125
94,58102_002798_Sideline_5,155,21,408,25,0.80859375
95,58102_002798_Sideline_5,355,17,40,22,0.80126953125
96,58102_002798_Sideline_5,380,20,350,23,0.796875
97,58102_002798_Sideline_5,426,21,384,24,0.7958984375
98,58102_002798_Sideline_5,533,16,42,22,0.79248046875
99,58102_002798_Sideline_5,709,20,403,22,0.78857421875
100,58102_002798_Sideline_5,395,16,190,21,0.78759765625
101,58102_002798_Sideline_5,456,15,283,23,0.787109375
102,58102_002798_Sideline_5,452,19,434,23,0.7861328125
103,58102_002798_Sideline_5,451,19,477,22,0.78173828125
104,58102_002798_Sideline_5,697,19,335,20,0.78125
105,58102_002798_Sideline_5,1064,20,249,22,0.7705078125
106,58102_002798_Sideline_5,456,20,364,23,0.75830078125
107,58102_002798_Sideline_5,391,19,451,21,0.74560546875
108,58102_002798_Sideline_5,384,19,406,23,0.70654296875
109,58102_002798_Sideline_5,373,20,429,23,0.701171875
110,58102_002798_Sideline_6,193,22,351,24,0.8251953125
111,58102_002798_Sideline_6,589,17,198,21,0.8232421875
112,58102_002798_Sideline_6,303,22,570,25,0.82080078125
113,58102_002798_Sideline_6,377,19,308,23,0.81884765625
114,58102_002798_Sideline_6,155,22,409,24,0.8046875
115,58102_002798_Sideline_6,482,20,566,21,0.8046875
116,58102_002798_Sideline_6,997,23,428,23,0.80029296875
117,58102_002798_Sideline_6,426,21,384,24,0.79541015625
118,58102_002798_Sideline_6,355,17,40,23,0.79248046875
119,58102_002798_Sideline_6,380,20,351,23,0.79150390625
120,58102_002798_Sideline_6,696,20,335,21,0.7900390625
121,58102_002798_Sideline_6,533,16,43,22,0.7890625
122,58102_002798_Sideline_6,452,18,434,23,0.7890625
123,58102_002798_Sideline_6,709,20,403,21,0.78662109375
124,58102_002798_Sideline_6,395,16,190,22,0.78076171875
125,58102_002798_Sideline_6,456,15,283,23,0.779296875
126,58102_002798_Sideline_6,451,18,477,22,0.77783203125
127,58102_002798_Sideline_6,1065,20,249,22,0.76611328125
128,58102_002798_Sideline_6,456,19,364,24,0.7607421875
129,58102_002798_Sideline_6,391,19,452,21,0.74609375
130,58102_002798_Sideline_6,374,19,430,22,0.70263671875
131,58102_002798_Sideline_6,385,19,407,23,0.701171875
132,58102_002798_Sideline_7,193,22,351,23,0.826171875
133,58102_002798_Sideline_7,590,16,198,21,0.82177734375
134,58102_002798_Sideline_7,303,22,570,25,0.8193359375
135,58102_002798_Sideline_7,377,20,309,22,0.818359375
136,58102_002798_Sideline_7,155,22,409,24,0.80615234375
137,58102_002798_Sideline_7,483,20,567,20,0.802734375
138,58102_002798_Sideline_7,997,23,428,24,0.79736328125
139,58102_002798_Sideline_7,426,21,384,24,0.79296875
140,58102_002798_Sideline_7,355,18,41,22,0.78955078125
141,58102_002798_Sideline_7,381,19,351,23,0.78955078125
142,58102_002798_Sideline_7,452,19,434,23,0.78369140625
143,58102_002798_Sideline_7,709,20,404,20,0.783203125
144,58102_002798_Sideline_7,534,16,43,22,0.78271484375
145,58102_002798_Sideline_7,394,17,191,21,0.77880859375
146,58102_002798_Sideline_7,451,18,477,22,0.7783203125
147,58102_002798_Sideline_7,456,15,283,23,0.7763671875
148,58102_002798_Sideline_7,1065,20,249,21,0.76904296875
149,58102_002798_Sideline_7,696,19,336,20,0.765625
150,58102_002798_Sideline_7,456,19,365,23,0.7578125
151,58102_002798_Sideline_7,391,20,452,21,0.74462890625
152,58102_002798_Sideline_7,374,19,430,22,0.69677734375
153,58102_002798_Sideline_7,384,19,407,23,0.69287109375
154,58102_002798_Sideline_8,193,22,351,23,0.82666015625
155,58102_002798_Sideline_8,303,21,570,24,0.8193359375
156,58102_002798_Sideline_8,377,20,308,22,0.8173828125
157,58102_002798_Sideline_8,590,16,198,20,0.810546875
158,58102_002798_Sideline_8,999,23,428,23,0.80859375
159,58102_002798_Sideline_8,156,21,409,24,0.8037109375
160,58102_002798_Sideline_8,485,20,567,21,0.79248046875
161,58102_002798_Sideline_8,426,21,384,24,0.79248046875
162,58102_002798_Sideline_8,381,19,351,23,0.7919921875
163,58102_002798_Sideline_8,452,19,434,23,0.7880859375
164,58102_002798_Sideline_8,355,18,41,21,0.78759765625
165,58102_002798_Sideline_8,534,16,43,22,0.783203125
166,58102_002798_Sideline_8,709,20,403,21,0.78271484375
167,58102_002798_Sideline_8,395,16,190,22,0.78271484375
168,58102_002798_Sideline_8,451,18,476,22,0.77880859375
169,58102_002798_Sideline_8,456,15,283,22,0.77392578125
170,58102_002798_Sideline_8,695,20,337,20,0.7666015625
171,58102_002798_Sideline_8,1065,20,248,22,0.7646484375
172,58102_002798_Sideline_8,456,19,364,24,0.75732421875
173,58102_002798_Sideline_8,392,19,452,21,0.75
174,58102_002798_Sideline_8,374,19,429,24,0.7041015625
175,58102_002798_Sideline_8,385,19,407,23,0.70361328125
176,58102_002798_Sideline_9,193,22,351,23,0.8232421875
177,58102_002798_Sideline_9,303,22,570,24,0.8232421875
178,58102_002798_Sideline_9,377,20,308,22,0.81884765625
179,58102_002798_Sideline_9,590,16,198,20,0.80908203125
180,58102_002798_Sideline_9,156,21,408,25,0.80908203125
181,58102_002798_Sideline_9,1001,21,427,24,0.8056640625
182,58102_002798_Sideline_9,487,20,568,20,0.79541015625
183,58102_002798_Sideline_9,381,19,350,23,0.79541015625
184,58102_002798_Sideline_9,355,17,40,22,0.794921875
185,58102_002798_Sideline_9,395,16,190,21,0.79443359375
186,58102_002798_Sideline_9,534,16,43,21,0.7919921875
187,58102_002798_Sideline_9,426,21,384,23,0.78759765625
188,58102_002798_Sideline_9,452,19,434,23,0.78515625
189,58102_002798_Sideline_9,456,15,283,22,0.78466796875
190,58102_002798_Sideline_9,695,19,337,20,0.77880859375
191,58102_002798_Sideline_9,708,20,402,21,0.77734375
192,58102_002798_Sideline_9,451,18,476,22,0.77490234375
193,58102_002798_Sideline_9,1065,20,248,21,0.77099609375
194,58102_002798_Sideline_9,392,19,452,20,0.765625
195,58102_002798_Sideline_9,456,19,364,23,0.74609375
196,58102_002798_Sideline_9,385,20,405,24,0.7197265625
197,58102_002798_Sideline_9,374,20,429,24,0.7021484375
198,58102_002798_Sideline_10,303,21,569,24,0.8193359375
199,58102_002798_Sideline_10,193,22,350,23,0.81689453125
200,58102_002798_Sideline_10,377,19,308,22,0.81494140625
201,58102_002798_Sideline_10,1001,23,427,23,0.81298828125
202,58102_002798_Sideline_10,155,22,408,24,0.80810546875
203,58102_002798_Sideline_10,590,16,197,21,0.806640625
204,58102_002798_Sideline_10,355,17,40,21,0.8037109375
205,58102_002798_Sideline_10,394,17,189,22,0.802734375
206,58102_002798_Sideline_10,533,16,42,22,0.79443359375
207,58102_002798_Sideline_10,381,19,350,23,0.7900390625
208,58102_002798_Sideline_10,456,15,283,22,0.7880859375
209,58102_002798_Sideline_10,426,21,383,24,0.787109375
210,58102_002798_Sideline_10,488,20,568,21,0.78466796875
211,58102_002798_Sideline_10,451,17,475,22,0.77978515625
212,58102_002798_Sideline_10,452,18,434,23,0.7763671875
213,58102_002798_Sideline_10,708,20,401,22,0.771484375
214,58102_002798_Sideline_10,1065,20,247,21,0.771484375
215,58102_002798_Sideline_10,694,19,337,21,0.7705078125
216,58102_002798_Sideline_10,391,20,452,20,0.759765625
217,58102_002798_Sideline_10,456,19,363,23,0.74560546875
218,58102_002798_Sideline_10,385,19,405,23,0.7294921875
219,58102_002798_Sideline_10,372,20,428,24,0.7060546875
220,58102_002798_Sideline_11,303,21,569,24,0.82275390625
221,58102_002798_Sideline_11,377,19,308,21,0.81787109375
222,58102_002798_Sideline_11,355,17,40,21,0.8134765625
223,58102_002798_Sideline_11,193,22,350,23,0.8134765625
224,58102_002798_Sideline_11,1002,23,426,24,0.8115234375
225,58102_002798_Sideline_11,155,21,408,24,0.8095703125
226,58102_002798_Sideline_11,590,16,197,21,0.8056640625
227,58102_002798_Sideline_11,533,16,42,21,0.794921875
228,58102_002798_Sideline_11,394,17,188,23,0.79345703125
229,58102_002798_Sideline_11,456,15,282,23,0.787109375
230,58102_002798_Sideline_11,380,20,349,23,0.7861328125
231,58102_002798_Sideline_11,490,20,568,21,0.7841796875
232,58102_002798_Sideline_11,425,22,383,24,0.78369140625
233,58102_002798_Sideline_11,451,19,434,23,0.77685546875
234,58102_002798_Sideline_11,1065,20,246,22,0.7763671875
235,58102_002798_Sideline_11,451,17,475,22,0.77490234375
236,58102_002798_Sideline_11,708,19,400,22,0.771484375
237,58102_002798_Sideline_11,693,19,336,21,0.76513671875
238,58102_002798_Sideline_11,391,20,452,21,0.76171875
239,58102_002798_Sideline_11,456,19,363,24,0.74853515625
240,58102_002798_Sideline_11,385,18,405,23,0.73486328125
241,58102_002798_Sideline_11,372,20,428,24,0.712890625
242,58102_002798_Sideline_12,303,21,569,24,0.82275390625
243,58102_002798_Sideline_12,193,22,350,23,0.81884765625
244,58102_002798_Sideline_12,377,19,308,22,0.8173828125
245,58102_002798_Sideline_12,1002,23,427,23,0.81298828125
246,58102_002798_Sideline_12,355,17,40,21,0.81005859375
247,58102_002798_Sideline_12,155,21,408,24,0.80859375
248,58102_002798_Sideline_12,590,16,197,21,0.8056640625
249,58102_002798_Sideline_12,534,16,43,21,0.79052734375
250,58102_002798_Sideline_12,491,20,569,21,0.7900390625
251,58102_002798_Sideline_12,456,15,283,22,0.78955078125
252,58102_002798_Sideline_12,394,17,188,23,0.7890625
253,58102_002798_Sideline_12,380,20,350,23,0.78759765625
254,58102_002798_Sideline_12,425,21,382,25,0.78515625
255,58102_002798_Sideline_12,452,18,434,23,0.7802734375
256,58102_002798_Sideline_12,708,20,401,21,0.779296875
257,58102_002798_Sideline_12,450,18,475,22,0.77783203125
258,58102_002798_Sideline_12,1065,20,246,22,0.7744140625
259,58102_002798_Sideline_12,693,19,337,21,0.7666015625
260,58102_002798_Sideline_12,391,19,453,20,0.76220703125
261,58102_002798_Sideline_12,456,19,363,24,0.74267578125
262,58102_002798_Sideline_12,385,19,405,23,0.72900390625
263,58102_002798_Sideline_12,371,20,429,24,0.7001953125
264,58102_002798_Sideline_13,303,21,570,24,0.82421875
265,58102_002798_Sideline_13,193,22,351,22,0.82275390625
266,58102_002798_Sideline_13,377,19,308,22,0.81640625
267,58102_002798_Sideline_13,591,16,198,20,0.81396484375
268,58102_002798_Sideline_13,155,22,408,25,0.80908203125
269,58102_002798_Sideline_13,1004,21,427,23,0.8076171875
270,58102_002798_Sideline_13,355,17,40,22,0.8076171875
271,58102_002798_Sideline_13,394,17,189,22,0.79833984375
272,58102_002798_Sideline_13,493,20,570,22,0.794921875
273,58102_002798_Sideline_13,452,19,434,23,0.7900390625
274,58102_002798_Sideline_13,535,16,43,21,0.78857421875
275,58102_002798_Sideline_13,381,19,350,23,0.7880859375
276,58102_002798_Sideline_13,708,20,402,21,0.7861328125
277,58102_002798_Sideline_13,456,15,283,22,0.78564453125
278,58102_002798_Sideline_13,426,21,383,24,0.78173828125
279,58102_002798_Sideline_13,1065,20,245,23,0.78076171875
280,58102_002798_Sideline_13,451,17,475,22,0.7802734375
281,58102_002798_Sideline_13,391,20,454,21,0.77587890625
282,58102_002798_Sideline_13,692,20,338,22,0.7724609375
283,58102_002798_Sideline_13,456,20,364,23,0.75244140625
284,58102_002798_Sideline_13,385,19,406,23,0.71875
285,58102_002798_Sideline_13,372,20,430,23,0.6875
286,58102_002798_Sideline_13,409,51,379,28,0.2529296875
287,58102_002798_Sideline_14,193,23,351,23,0.82177734375
288,58102_002798_Sideline_14,303,22,570,25,0.82080078125
289,58102_002798_Sideline_14,378,19,308,22,0.81591796875
290,58102_002798_Sideline_14,156,22,409,24,0.80859375
291,58102_002798_Sideline_14,1005,22,428,23,0.8046875
292,58102_002798_Sideline_14,495,21,571,21,0.80419921875
293,58102_002798_Sideline_14,591,17,198,21,0.796875
294,58102_002798_Sideline_14,453,18,435,22,0.79345703125
295,58102_002798_Sideline_14,381,20,350,23,0.79052734375
296,58102_002798_Sideline_14,457,15,283,23,0.787109375
297,58102_002798_Sideline_14,355,18,40,22,0.78662109375
298,58102_002798_Sideline_14,395,16,190,21,0.7841796875
299,58102_002798_Sideline_14,536,16,43,22,0.78369140625
300,58102_002798_Sideline_14,426,21,383,23,0.78076171875
301,58102_002798_Sideline_14,451,18,475,22,0.77978515625
302,58102_002798_Sideline_14,708,20,402,21,0.77734375
303,58102_002798_Sideline_14,692,20,338,22,0.77587890625
304,58102_002798_Sideline_14,1065,20,245,23,0.7705078125
305,58102_002798_Sideline_14,392,19,456,20,0.7626953125
306,58102_002798_Sideline_14,457,18,365,23,0.75537109375
307,58102_002798_Sideline_14,386,19,406,24,0.72607421875
308,58102_002798_Sideline_14,372,20,430,23,0.71875
309,58102_002798_Sideline_15,194,22,351,22,0.82421875
310,58102_002798_Sideline_15,304,22,570,25,0.8212890625
311,58102_002798_Sideline_15,156,22,409,25,0.8134765625
312,58102_002798_Sideline_15,378,20,308,22,0.8134765625
313,58102_002798_Sideline_15,1007,22,428,24,0.80615234375
314,58102_002798_Sideline_15,592,17,198,21,0.796875
315,58102_002798_Sideline_15,498,21,571,22,0.79541015625
316,58102_002798_Sideline_15,457,16,284,22,0.79443359375
317,58102_002798_Sideline_15,426,22,382,24,0.79052734375
318,58102_002798_Sideline_15,453,18,435,22,0.78955078125
319,58102_002798_Sideline_15,382,19,350,23,0.7880859375
320,58102_002798_Sideline_15,709,19,402,22,0.78662109375
321,58102_002798_Sideline_15,356,17,40,22,0.78125
322,58102_002798_Sideline_15,452,18,475,22,0.7802734375
323,58102_002798_Sideline_15,693,18,340,20,0.77880859375
324,58102_002798_Sideline_15,393,20,456,21,0.7783203125
325,58102_002798_Sideline_15,395,17,190,21,0.7783203125
326,58102_002798_Sideline_15,537,16,43,21,0.77783203125
327,58102_002798_Sideline_15,457,18,364,23,0.7734375
328,58102_002798_Sideline_15,1067,18,245,22,0.767578125
329,58102_002798_Sideline_15,387,18,406,23,0.72509765625
330,58102_002798_Sideline_15,372,20,430,23,0.681640625
331,58102_002798_Sideline_16,194,22,351,22,0.83251953125
332,58102_002798_Sideline_16,304,22,570,25,0.8193359375
333,58102_002798_Sideline_16,157,22,409,24,0.81640625
334,58102_002798_Sideline_16,378,20,308,23,0.81298828125
335,58102_002798_Sideline_16,1008,22,428,24,0.80517578125
336,58102_002798_Sideline_16,427,22,380,26,0.80419921875
337,58102_002798_Sideline_16,500,21,572,21,0.8037109375
338,58102_002798_Sideline_16,592,17,198,21,0.80224609375
339,58102_002798_Sideline_16,709,20,402,22,0.79296875
340,58102_002798_Sideline_16,458,15,283,23,0.791015625
341,58102_002798_Sideline_16,382,20,349,24,0.7900390625
342,58102_002798_Sideline_16,453,19,435,23,0.78662109375
343,58102_002798_Sideline_16,356,17,40,22,0.7841796875
344,58102_002798_Sideline_16,396,16,189,22,0.7822265625
345,58102_002798_Sideline_16,452,18,474,23,0.78125
346,58102_002798_Sideline_16,538,16,43,21,0.77978515625
347,58102_002798_Sideline_16,393,20,456,21,0.77783203125
348,58102_002798_Sideline_16,458,18,363,24,0.77685546875
349,58102_002798_Sideline_16,692,19,340,20,0.77587890625
350,58102_002798_Sideline_16,1067,20,245,21,0.7578125
351,58102_002798_Sideline_16,388,18,406,23,0.71923828125
352,58102_002798_Sideline_16,372,20,430,23,0.71875
353,58102_002798_Sideline_17,305,21,569,24,0.82373046875
354,58102_002798_Sideline_17,194,22,350,23,0.8212890625
355,58102_002798_Sideline_17,157,22,408,25,0.8203125
356,58102_002798_Sideline_17,378,20,308,22,0.8115234375
357,58102_002798_Sideline_17,502,21,571,22,0.81005859375
358,58102_002798_Sideline_17,427,22,379,26,0.80908203125
359,58102_002798_Sideline_17,1008,23,428,24,0.80615234375
360,58102_002798_Sideline_17,709,20,402,22,0.80126953125
361,58102_002798_Sideline_17,592,17,198,21,0.7978515625
362,58102_002798_Sideline_17,395,17,189,22,0.794921875
363,58102_002798_Sideline_17,393,20,456,21,0.79248046875
364,58102_002798_Sideline_17,382,20,348,24,0.79248046875
365,58102_002798_Sideline_17,357,17,40,22,0.7919921875
366,58102_002798_Sideline_17,453,19,434,23,0.79052734375
367,58102_002798_Sideline_17,452,18,474,23,0.77978515625
368,58102_002798_Sideline_17,691,20,339,21,0.77880859375
369,58102_002798_Sideline_17,458,15,283,22,0.7783203125
370,58102_002798_Sideline_17,1066,20,243,23,0.77685546875
371,58102_002798_Sideline_17,538,17,43,21,0.771484375
372,58102_002798_Sideline_17,458,18,363,24,0.76904296875
373,58102_002798_Sideline_17,388,18,406,24,0.7109375
374,58102_002798_Sideline_17,371,20,430,22,0.693359375
375,58102_002798_Sideline_18,304,22,568,25,0.82470703125
376,58102_002798_Sideline_18,157,22,407,25,0.81689453125
377,58102_002798_Sideline_18,378,20,307,22,0.8125
378,58102_002798_Sideline_18,504,21,571,22,0.810546875
379,58102_002798_Sideline_18,1009,23,427,24,0.8095703125
380,58102_002798_Sideline_18,427,22,377,25,0.8076171875
381,58102_002798_Sideline_18,709,20,401,22,0.80517578125
382,58102_002798_Sideline_18,194,22,350,22,0.80322265625
383,58102_002798_Sideline_18,593,16,197,21,0.7978515625
384,58102_002798_Sideline_18,394,20,456,21,0.796875
385,58102_002798_Sideline_18,357,17,39,22,0.796875
386,58102_002798_Sideline_18,381,21,347,24,0.79296875
387,58102_002798_Sideline_18,453,18,433,23,0.78759765625
388,58102_002798_Sideline_18,395,17,188,22,0.787109375
389,58102_002798_Sideline_18,691,19,338,22,0.78515625
390,58102_002798_Sideline_18,457,17,283,22,0.78271484375
391,58102_002798_Sideline_18,1066,20,242,23,0.779296875
392,58102_002798_Sideline_18,452,18,473,23,0.77783203125
393,58102_002798_Sideline_18,539,16,43,20,0.771484375
394,58102_002798_Sideline_18,458,18,363,22,0.76220703125
395,58102_002798_Sideline_18,371,20,429,22,0.73681640625
396,58102_002798_Sideline_18,387,19,405,24,0.71044921875
397,58102_002798_Sideline_18,380,18,313,42,0.313232421875
398,58102_002798_Sideline_19,305,21,568,24,0.82763671875
399,58102_002798_Sideline_19,157,22,406,26,0.81884765625
400,58102_002798_Sideline_19,395,20,455,21,0.81494140625
401,58102_002798_Sideline_19,356,18,38,22,0.81103515625
402,58102_002798_Sideline_19,378,20,306,23,0.80517578125
403,58102_002798_Sideline_19,709,20,400,22,0.8046875
404,58102_002798_Sideline_19,593,17,197,21,0.802734375
405,58102_002798_Sideline_19,428,20,375,26,0.8017578125
406,58102_002798_Sideline_19,506,20,571,20,0.80029296875
407,58102_002798_Sideline_19,1010,23,427,24,0.7998046875
408,58102_002798_Sideline_19,381,21,346,24,0.79345703125
409,58102_002798_Sideline_19,194,23,349,23,0.7919921875
410,58102_002798_Sideline_19,452,18,473,22,0.78662109375
411,58102_002798_Sideline_19,453,18,433,22,0.78662109375
412,58102_002798_Sideline_19,395,17,187,22,0.783203125
413,58102_002798_Sideline_19,691,19,338,22,0.7744140625
414,58102_002798_Sideline_19,1065,20,242,22,0.77392578125
415,58102_002798_Sideline_19,540,16,43,20,0.77197265625
416,58102_002798_Sideline_19,457,16,282,23,0.76025390625
417,58102_002798_Sideline_19,458,18,361,22,0.74560546875
418,58102_002798_Sideline_19,388,20,403,23,0.71728515625
419,58102_002798_Sideline_19,370,20,427,21,0.6796875
420,58102_002798_Sideline_19,380,19,323,45,0.311767578125
421,58102_002798_Sideline_20,305,21,568,24,0.8369140625
422,58102_002798_Sideline_20,157,22,406,26,0.82080078125
423,58102_002798_Sideline_20,356,18,38,22,0.818359375
424,58102_002798_Sideline_20,1011,23,426,24,0.81494140625
425,58102_002798_Sideline_20,395,21,454,22,0.81298828125
426,58102_002798_Sideline_20,593,17,197,21,0.8125
427,58102_002798_Sideline_20,709,20,400,22,0.8056640625
428,58102_002798_Sideline_20,428,21,375,25,0.8037109375
429,58102_002798_Sideline_20,378,20,306,22,0.80126953125
430,58102_002798_Sideline_20,508,21,570,21,0.80078125
431,58102_002798_Sideline_20,381,21,345,23,0.7958984375
432,58102_002798_Sideline_20,452,18,473,22,0.7890625
433,58102_002798_Sideline_20,194,22,348,23,0.78857421875
434,58102_002798_Sideline_20,453,18,432,23,0.78662109375
435,58102_002798_Sideline_20,395,17,187,22,0.78515625
436,58102_002798_Sideline_20,691,18,338,22,0.78369140625
437,58102_002798_Sideline_20,541,16,42,20,0.77490234375
438,58102_002798_Sideline_20,457,16,282,22,0.771484375
439,58102_002798_Sideline_20,1067,18,241,21,0.76953125
440,58102_002798_Sideline_20,458,17,360,22,0.74609375
441,58102_002798_Sideline_20,388,20,403,24,0.72509765625
442,58102_002798_Sideline_20,370,18,427,21,0.70849609375
443,58102_002798_Sideline_21,305,21,568,24,0.8349609375
444,58102_002798_Sideline_21,1012,23,427,23,0.82080078125
445,58102_002798_Sideline_21,157,22,407,25,0.81640625
446,58102_002798_Sideline_21,356,18,38,22,0.814453125
447,58102_002798_Sideline_21,593,17,197,21,0.81298828125
448,58102_002798_Sideline_21,709,20,400,22,0.80419921875
449,58102_002798_Sideline_21,381,22,344,23,0.80419921875
450,58102_002798_Sideline_21,396,21,454,22,0.80224609375
451,58102_002798_Sideline_21,378,20,306,22,0.798828125
452,58102_002798_Sideline_21,428,21,373,25,0.79638671875
453,58102_002798_Sideline_21,511,20,570,22,0.79052734375
454,58102_002798_Sideline_21,690,19,338,22,0.78857421875
455,58102_002798_Sideline_21,194,22,348,23,0.78857421875
456,58102_002798_Sideline_21,453,18,432,23,0.78759765625
457,58102_002798_Sideline_21,453,17,473,22,0.78759765625
458,58102_002798_Sideline_21,395,17,187,22,0.783203125
459,58102_002798_Sideline_21,542,15,43,20,0.7724609375
460,58102_002798_Sideline_21,457,16,282,22,0.77197265625
461,58102_002798_Sideline_21,1066,19,241,22,0.77001953125
462,58102_002798_Sideline_21,458,17,360,21,0.72705078125
463,58102_002798_Sideline_21,367,20,425,22,0.7119140625
464,58102_002798_Sideline_21,388,20,402,24,0.708984375
465,58102_002798_Sideline_22,305,21,568,24,0.82958984375
466,58102_002798_Sideline_22,1012,23,427,24,0.81982421875
467,58102_002798_Sideline_22,157,22,407,25,0.8193359375
468,58102_002798_Sideline_22,356,18,38,22,0.81396484375
